project_name,district,market_segment,tenure,lease_start_year,transaction_count,median_psf,avg_psf_5yr_ago,appreciation_1yr,appreciation_3yr,appreciation_5yr,annualized_appreciation,resale_annualized_appreciation,new_sale_proportion,has_new_launch_bias,appreciation_momentum,data_coverage,source,updated
MARINE BLUE,D15,Rest of Central Region,Freehold,,21,1872.0,,-18.181818181818176,-13.73271889400922,,,-2.7860384120840354,0.0,False,-1.0,3yr,ura_data,2026-06-07
LEGENDA AT JOO CHIAT,D15,Rest of Central Region,99 yrs lease commencing from 2001,2001,21,1172.5,1066.5,-15.525936599423629,-12.565249813571967,9.939052977027663,1.9131906104464136,1.9131906104464136,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SYCAMORE TREE,D15,Rest of Central Region,Freehold,,21,1768.5,,-7.8426263678999515,13.693346190935385,,,4.370640721611929,0.0,False,-1.0,3yr,ura_data,2026-06-07
KING'S MANSION,D15,Rest of Central Region,Freehold,,21,1989.0,,4.245283018867929,7.050592034445646,,,5.115816393905281,0.0,False,0.379,3yr,ura_data,2026-06-07
CLAYDENCE,D15,Rest of Central Region,Freehold,,20,2501.0,,4.121565362198165,,,,,1.0,True,,1yr,ura_data,2026-06-07
EAST PALM,D15,Outside Central Region,Freehold,,20,1806.0,1290.0,3.8527889591719378,23.571672938761544,39.99999999999999,6.9610375725068785,6.9610375725068785,0.0,False,-0.622,5yr,ura_5yr_cagr,2026-06-07
THE ATRIA AT MEYER,D15,Rest of Central Region,Freehold,,20,2586.0,1843.0,9.576271186440689,22.211720226843102,40.31470428648942,7.009081674252005,7.009081674252005,0.0,False,0.513,5yr,ura_5yr_cagr,2026-06-07
PARC BLEU,D15,Outside Central Region,Freehold,,20,1491.5,1276.0,-5.120865139949105,-3.6498708010335945,16.888714733542322,3.1702580167127348,3.1702580167127348,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
PARQ BELLA,D15,Rest of Central Region,Freehold,,20,2360.0,,0.04239084357777756,1.6803102111158985,,,,1.0,True,-0.104,3yr,ura_data,2026-06-07
THE RED HOUSE,D15,Rest of Central Region,99 yrs lease commencing from 2012,2012,19,1472.0,1502.5,-1.2743125419181767,-6.0025542784163495,-2.029950083194676,-0.40932730507898807,-0.40932730507898807,0.0,False,-0.173,5yr,ura_5yr_cagr,2026-06-07
THE GERANIUM,D15,Rest of Central Region,Freehold,,19,1595.0,1084.0,-1.9668100799016597,8.688245315161836,47.14022140221403,10.136900754515455,10.136900754515455,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
HERITAGE EAST,D15,Outside Central Region,Freehold,,19,1707.0,1149.5,-3.668171557562072,0.0,48.499347542409744,10.39035662713179,10.39035662713179,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
JUPITER 18,D15,Rest of Central Region,Freehold,,19,1605.0,1442.0,-5.225863596102743,7.035678559519831,11.303744798890424,2.7134801038458,2.7134801038458,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MODA,D15,Rest of Central Region,Freehold,,19,2118.0,1666.0,-1.2126865671641784,-2.306273062730624,27.13085234093637,6.1848944471154965,6.1848944471154965,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
TIERRA VUE,D15,Outside Central Region,Freehold,,18,1959.0,1599.0,3.377308707124005,5.181208053691266,22.51407129455909,4.144705076031108,4.144705076031108,0.0,False,-0.153,5yr,ura_5yr_cagr,2026-06-07
THE SOUND,D15,Outside Central Region,Freehold,,18,2206.0,,10.217336997252069,14.86592033324654,,,5.884428482057702,0.0,False,1.0,3yr,ura_data,2026-06-07
CORALIS,D15,Rest of Central Region,Freehold,,18,2323.0,2013.0,6.267154620311066,6.657483930211194,15.399900645802278,2.9060923310314513,2.9060923310314513,0.0,False,0.672,5yr,ura_5yr_cagr,2026-06-07
GRAND DUCHESS AT ST PATRICK'S,D15,Outside Central Region,Freehold,,18,2114.0,1547.5,-3.5803876852907646,8.188331627430912,36.60743134087237,6.437548954818673,6.437548954818673,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ONE EIGHTIES RESIDENCES,D15,Rest of Central Region,Freehold,,18,1753.0,1485.0,-9.335402120506853,5.316911985581263,18.047138047138045,3.3739455164017773,3.3739455164017773,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
IMPERIAL HEIGHTS,D15,Rest of Central Region,Freehold,,18,1605.0,1457.5,-3.45864661654135,-5.141843971631211,10.120068610634657,1.9467287252852516,1.9467287252852516,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ONE FORT,D15,Rest of Central Region,Freehold,,18,2039.5,1582.0,-0.6575742815392083,11.845352344392657,28.919089759797735,6.556343115731855,6.556343115731855,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CHELSEA LODGE,D15,Rest of Central Region,Freehold,,18,1566.0,1203.0,5.882352941176472,-1.5403961018547574,30.17456359102244,6.814824826738586,6.814824826738586,0.0,False,-0.186,5yr,ura_5yr_cagr,2026-06-07
LE CONNEY PARK,D15,Outside Central Region,Freehold,,17,1642.0,1059.0,15.593101020767342,19.592134013109973,55.05193578847969,9.16802126562466,9.16802126562466,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
KOON SENG HOUSE,D15,Rest of Central Region,Freehold,,17,2228.0,,-3.6540540540540567,,,,,1.0,True,,1yr,ura_data,2026-06-07
SUITES @ GUILLEMARD,D15,Rest of Central Region,Freehold,,17,1596.5,1196.0,5.938951559389505,-4.629629629629628,33.4866220735786,7.487864776878395,7.487864776878395,0.0,False,-0.31,5yr,ura_5yr_cagr,2026-06-07
K SUITES,D15,Outside Central Region,Freehold,,16,2354.5,,0.36231884057971175,17.139303482587053,,,,1.0,True,-1.0,3yr,ura_data,2026-06-07
VERSILIA ON HAIG,D15,Rest of Central Region,Freehold,,16,1984.0,1681.0,-2.410231185440237,11.02406267487408,18.024985127900052,3.370065360348451,3.370065360348451,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE ARISTO @ AMBER,D15,Rest of Central Region,Freehold,,16,1212.0,1830.0,-36.10964681075382,-36.143308746048476,-33.77049180327869,-7.9104594898676055,-7.9104594898676055,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
PARKSHORE,D15,Rest of Central Region,Freehold,,16,2121.0,1813.0,0.9279086366880795,19.560315670800456,16.988416988417,3.18785218673181,3.18785218673181,0.0,False,-0.452,5yr,ura_5yr_cagr,2026-06-07
STRAITS AT JOO CHIAT,D15,Outside Central Region,Freehold,,16,1961.0,,-6.440839694656486,,,,,1.0,True,,1yr,ura_data,2026-06-07
THE HACIENDA,D15,Outside Central Region,Freehold,,15,1796.0,,6.335109532267613,6.2721893491124225,,,4.466308326540425,0.0,False,0.849,3yr,ura_data,2026-06-07
ELLIOT AT THE EAST COAST,D15,Outside Central Region,Freehold,,15,1769.5,1633.0,-2.774725274725276,-1.5303283249860855,8.358848744641767,1.6185225764121736,1.6185225764121736,0.0,False,-0.879,5yr,ura_5yr_cagr,2026-06-07
CRESCENDO PARK,D15,Outside Central Region,Freehold,,15,1759.0,1303.0,9.800249687890128,34.78927203065134,34.996162701458175,6.185272217953353,6.185272217953353,0.0,False,0.723,5yr,ura_5yr_cagr,2026-06-07
LAVERNE'S LOFT,D15,Outside Central Region,Freehold,,15,1363.5,1461.5,-17.213114754098356,-16.01478287650139,-6.70543961683202,-1.3785770274959863,-1.3785770274959863,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE COTZ,D15,Outside Central Region,Freehold,,15,1656.5,1439.0,4.9081697276757374,22.341211225997036,15.114662960389168,3.581611065343804,3.581611065343804,0.0,False,0.265,5yr,ura_5yr_cagr,2026-06-07
LA MARIPOSA,D15,Rest of Central Region,Freehold,,15,2035.0,1758.0,,5.879292403746095,15.756541524459621,3.7257027057576275,,0.933,True,-0.353,5yr,ura_5yr_cagr,2026-06-07
PALM OASIS,D15,Outside Central Region,Freehold,,14,1764.0,1198.5,16.821192052980138,61.6865261228231,47.18397997496871,8.036898605289933,8.036898605289933,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
ESPIRA SUITES,D15,Outside Central Region,Freehold,,14,1654.5,1417.5,8.992094861660082,1.9408502772643166,16.71957671957671,3.140383239787159,3.140383239787159,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
BLU CORAL,D15,Outside Central Region,Freehold,,14,1686.0,,0.9580838323353325,50.40142729705619,,,10.742159834851517,0.0,False,-1.0,3yr,ura_data,2026-06-07
RESIDENCE TWENTY-TWO,D15,Outside Central Region,Freehold,,14,2151.0,1842.0,9.521384928716902,7.068193130910894,16.775244299674274,3.1502196025945617,2.3026360848245275,0.643,True,1.0,5yr,ura_5yr_cagr,2026-06-07
D'ECOSIA,D15,Outside Central Region,Freehold,,14,1891.0,1578.5,3.958218801539304,50.55732484076434,19.797275894836865,4.619282122069457,4.619282122069457,0.0,False,-0.132,5yr,ura_5yr_cagr,2026-06-07
THE CAPE,D15,Rest of Central Region,Freehold,,14,2096.5,1617.0,-1.0618216139688497,9.192708333333343,29.653679653679642,6.707811199524905,6.707811199524905,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CAMELOT BY-THE-WATER,D15,Rest of Central Region,99 yrs lease commencing from 1996,1996,13,1960.0,1441.0,29.117259552042164,-2.8018844532605947,36.016655100624575,6.345328741253753,6.345328741253753,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
FORT GARDENS,D15,Rest of Central Region,Freehold,,13,1931.0,1550.0,0.2075765438505517,6.921373200442971,24.580645161290327,5.648331805463291,5.648331805463291,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
PARADISE PALMS,D15,Rest of Central Region,Freehold,,12,2144.0,1559.0,15.392895586652312,26.154751397469834,37.524053880692755,6.580004236132853,6.580004236132853,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
PALM GALLERIA,D15,Outside Central Region,Freehold,,12,1628.0,1353.0,19.311102968120196,20.771513353115733,20.32520325203253,3.7698814998377017,3.7698814998377017,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE LUSH,D15,Rest of Central Region,Freehold,,12,1710.5,1742.0,-10.865033871808238,10.497416020671825,-1.8082663605051619,-0.3642978791876694,-0.3642978791876694,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MEYER RESIDENCE,D15,Rest of Central Region,Freehold,,12,2236.0,1935.5,-3.3499027447590257,11.96795192789184,15.525703952467062,2.9285191877322703,2.9285191877322703,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MAYFAIR RESIDENCES,D15,Outside Central Region,Freehold,,12,2002.0,1555.0,-2.768334142787765,20.38484666265785,28.74598070739549,5.183286387741637,5.183286387741637,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
D' CASTILIA,D15,Rest of Central Region,Freehold,,12,1614.5,1294.0,0.7802746566791585,3.559974342527261,24.768160741885637,5.688064173393603,5.688064173393603,0.0,False,-0.982,5yr,ura_5yr_cagr,2026-06-07
FORTUNE JADE,D15,Rest of Central Region,Freehold,,12,1928.0,,6.343077771649197,17.776420281001837,,,8.01196480823576,0.0,False,0.084,3yr,ura_data,2026-06-07
THE AMARELLE,D15,Rest of Central Region,Freehold,,12,1748.0,1415.5,5.016521477921287,-2.564102564102566,23.48993288590604,5.416329073531911,5.416329073531911,0.0,False,-0.08,5yr,ura_5yr_cagr,2026-06-07
AURA 83,D15,Rest of Central Region,Freehold,,12,1742.0,1463.0,4.436450839328532,11.738293778062857,19.070403280929593,4.46022480631183,4.46022480631183,0.0,False,-0.005,5yr,ura_5yr_cagr,2026-06-07
ARTHUR 118,D15,Rest of Central Region,Freehold,,11,2373.0,1818.0,,24.371069182389938,30.528052805280524,6.887265054115499,6.887265054115499,0.0,False,0.247,5yr,ura_5yr_cagr,2026-06-07
ISUITES @ MARSHALL,D15,Rest of Central Region,Freehold,,11,1466.0,1382.0,-23.962655601659755,-19.846910880262435,6.078147612156304,1.187108422742722,1.187108422742722,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE SOVEREIGN,D15,Rest of Central Region,Freehold,,11,2579.0,2214.0,7.525536793829479,10.591766723842188,16.485998193315265,3.0990693707851014,3.0990693707851014,0.0,False,0.885,5yr,ura_5yr_cagr,2026-06-07
CUBIK,D15,Outside Central Region,Freehold,,11,1682.0,1367.0,14.033898305084747,13.87948544346649,23.043160204828084,4.2345018950091795,4.2345018950091795,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
VENTURA VIEW,D15,Rest of Central Region,Freehold,,11,1609.0,1101.0,17.10334788937409,10.054719562243509,46.13987284287011,7.883181403351047,7.883181403351047,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
PARC SEABREEZE,D15,Rest of Central Region,Freehold,,11,2310.0,2013.0,1.7173051519154603,10.951008645533133,14.754098360655732,2.790656782757628,2.790656782757628,0.0,False,-0.215,5yr,ura_5yr_cagr,2026-06-07
STUDIOS@TEMBELING,D15,Rest of Central Region,Freehold,,11,1374.0,1060.0,-23.39001951491497,-22.63513513513513,29.62264150943397,5.326141229757675,5.326141229757675,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BERKELEY RESIDENCES,D15,Outside Central Region,Freehold,,11,1829.0,1566.0,9.12887828162292,14.598997493734345,16.794380587484035,3.957418619464481,3.957418619464481,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
EAST BAY GARDENS,D15,Outside Central Region,99 yrs lease commencing from 1995,1995,11,1046.0,890.0,8.057851239669422,16.22222222222223,17.52808988764045,4.120302087583938,4.120302087583938,0.0,False,0.788,5yr,ura_5yr_cagr,2026-06-07
UNITED MANSION,D15,Outside Central Region,Freehold,,11,1483.0,1142.5,3.778866340097964,-2.722204001311901,29.803063457330413,6.7385344618219545,6.7385344618219545,0.0,False,-0.592,5yr,ura_5yr_cagr,2026-06-07
GALAXY TOWERS,D15,Rest of Central Region,Freehold,,11,1506.0,1194.0,2.868852459016402,6.960227272727271,26.13065326633166,5.975423620141518,5.975423620141518,0.0,False,-0.621,5yr,ura_5yr_cagr,2026-06-07
OLA RESIDENCES,D15,Rest of Central Region,Freehold,,11,1466.0,1617.0,-14.866434378629501,-5.965362411802433,-9.338280766852192,-2.4210843695065987,-2.4210843695065987,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
91 MARSHALL,D15,Rest of Central Region,Freehold,,11,1848.5,1576.0,2.4951483227058535,-0.5113024757804063,17.290609137055846,4.067665041743451,4.067665041743451,0.0,False,-0.315,5yr,ura_5yr_cagr,2026-06-07
THE MEDLEY,D15,Outside Central Region,Freehold,,11,1586.0,1237.0,10.63829787234043,11.650827173530454,28.213419563459972,6.41022729040952,6.41022729040952,0.0,False,0.846,5yr,ura_5yr_cagr,2026-06-07
NATURALIS,D15,Outside Central Region,Freehold,,11,1548.0,1269.0,-5.321100917431187,3.1312458361092643,21.98581560283688,5.093857579941652,5.093857579941652,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MABELLE,D15,Outside Central Region,Freehold,,11,1439.0,1197.0,-11.11797405806053,-6.588769879909117,20.21720969089391,4.710844177629059,4.710844177629059,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MOUNTBATTEN SUITES,D15,Rest of Central Region,Freehold,,11,1299.0,1349.5,-22.74754683318466,-11.54239019407559,-3.7421267135976266,-0.9489541357636133,-0.9489541357636133,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE BALE,D15,Outside Central Region,Freehold,,11,1481.0,,,10.81182192293304,,,3.78299037370764,0.0,False,,3yr,ura_data,2026-06-07
THE ESPIRA,D15,Outside Central Region,Freehold,,10,1446.5,1265.0,-10.266749379652607,4.553668232743036,14.347826086956527,2.7177700446376907,2.7177700446376907,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SUNNY PALMS,D15,Outside Central Region,Freehold,,10,1426.0,1150.0,-5.750165234633176,37.64478764478765,24.0,4.396114979019283,4.396114979019283,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
J@63,D15,Outside Central Region,Freehold,,10,1820.0,1637.5,3.2331253545093697,5.813953488372103,11.145038167938925,2.135804918621398,1.901594663973194,0.4,True,0.219,5yr,ura_5yr_cagr,2026-06-07
GARDEN PARK RESIDENCES,D15,Outside Central Region,Freehold,,10,1830.0,1417.0,10.274178969569148,19.999999999999996,29.146083274523637,5.248580676962256,5.248580676962256,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
ENVIO,D15,Outside Central Region,Freehold,,10,1503.0,1244.0,-8.353658536585362,18.067556952081688,20.819935691318324,3.8550741266146993,3.8550741266146993,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CELESTIA,D15,Rest of Central Region,Freehold,,10,1609.0,1080.0,-1.5902140672782838,-2.188449848024321,48.981481481481495,8.299501534798681,8.299501534798681,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
COASTARINA,D15,Outside Central Region,Freehold,,10,1853.0,1584.0,7.983682983682994,5.104934770277936,16.982323232323225,3.999214836708309,3.999214836708309,0.0,False,0.797,5yr,ura_5yr_cagr,2026-06-07
EMERALD EAST,D15,Rest of Central Region,Freehold,,10,1914.5,1521.5,4.503275109170302,12.419260129183796,25.829773250082155,5.912166890734216,5.912166890734216,0.0,False,-0.282,5yr,ura_5yr_cagr,2026-06-07
SUITES@ KATONG,D15,Rest of Central Region,Freehold,,10,1682.0,1639.0,-3.995433789954339,11.133135117277826,2.623550945698594,0.6495319131213373,0.6495319131213373,0.0,False,-0.929,5yr,ura_5yr_cagr,2026-06-07
TREESCAPE,D15,Outside Central Region,Freehold,,10,1662.5,1477.5,-8.704008786381113,-6.496062992125983,12.521150592216589,2.9931974424469265,2.9931974424469265,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
EIS RESIDENCES,D15,Rest of Central Region,Freehold,,10,1367.5,1405.0,1.900149031296583,6.919468334636436,-2.6690391459074703,-0.6740442485847264,-0.6740442485847264,0.0,False,0.515,5yr,ura_5yr_cagr,2026-06-07
ASPEN LOFT,D15,Rest of Central Region,Freehold,,9,1590.0,1239.0,17.603550295857985,13.288208051300309,28.32929782082325,5.115113501979973,5.115113501979973,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE SERENNIA,D15,Rest of Central Region,Freehold,,9,774.0,1305.5,-51.71553337492203,-41.672946495855314,-40.71237073918039,-9.927375566726603,-9.927375566726603,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SUITES @ AMBER,D15,Rest of Central Region,Freehold,,9,2006.0,1689.0,-10.486390004462297,3.8302277432712195,18.768502072232085,3.49997760523999,3.49997760523999,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
EASTBAY,D15,Outside Central Region,Freehold,,9,1616.0,1461.0,-2.942942942942939,3.656189865298276,10.609171800136895,2.0371284491487396,2.0371284491487396,0.0,False,-0.996,5yr,ura_5yr_cagr,2026-06-07
THE MINT RESIDENCES,D15,Rest of Central Region,Freehold,,9,1681.0,1267.0,12.629815745393635,47.197898423817875,32.67561168113655,5.817676126211624,5.817676126211624,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
HAWAII TOWER,D15,Rest of Central Region,Freehold,,9,1697.0,1653.0,-10.068892421833597,-3.579545454545452,2.661826981246218,0.5267860121159984,0.5267860121159984,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE LUCENT,D15,Outside Central Region,Freehold,,9,1387.0,1506.0,-18.793911007025766,-7.037533512064343,-7.901726427622846,-1.6328026340650559,-1.6328026340650559,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE CARPMAELINA,D15,Rest of Central Region,Freehold,,9,1375.0,1307.0,-19.260129183793307,-7.094594594594595,5.20275439938791,1.2760553941426167,1.2760553941426167,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE SERENNO,D15,Rest of Central Region,Freehold,,9,1638.0,1523.0,-4.988399071925754,-0.8474576271186418,7.550886408404467,1.8365079274108131,1.8365079274108131,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CALLIDORA VILLE,D15,Outside Central Region,Freehold,,9,1475.5,1321.0,-5.658567774936063,-4.6834625322997425,11.695685087055253,2.803783668058868,2.803783668058868,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
VERTIS,D15,Rest of Central Region,Freehold,,9,1939.5,1535.0,-2.4150943396226365,17.6881067961165,26.351791530944624,6.021843400938476,6.021843400938476,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SPRING @ KATONG,D15,Rest of Central Region,Freehold,,9,1903.0,,-1.7045454545454586,4.8484848484848575,,,5.104169500174782,0.0,False,-0.664,3yr,ura_data,2026-06-07
MARTIA RESIDENCE,D15,Outside Central Region,Freehold,,9,1310.0,1320.0,,-8.359566281916752,-0.7575757575757569,-0.18993438056350564,-0.18993438056350564,0.0,False,-0.519,5yr,ura_5yr_cagr,2026-06-07
LA VIDA @ 130,D15,Outside Central Region,Freehold,,9,1281.0,1394.0,-7.005444646098002,-20.828182941903584,-8.106169296987087,-2.0912312823563872,-2.0912312823563872,0.0,False,-0.983,5yr,ura_5yr_cagr,2026-06-07
THE NCLAVE,D15,Outside Central Region,Freehold,,9,1604.0,1048.5,,8.086253369272246,52.98044825941821,15.224626680401943,15.224626680401943,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CRYSTAL RHU,D15,Rest of Central Region,Freehold,,8,1922.5,1499.0,3.4714747039827687,1.7734250926416006,28.252168112074717,6.418266181084342,6.418266181084342,0.0,False,-0.589,5yr,ura_5yr_cagr,2026-06-07
MALVERN SPRINGS,D15,Rest of Central Region,Freehold,,8,2175.0,1333.0,,17.061356297093646,63.16579144786196,13.020513973453806,13.020513973453806,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
PINEHURST CONDOMINIUM,D15,Outside Central Region,Freehold,,8,1623.5,,16.966858789625363,25.17347725520431,,,5.773793239855318,0.0,False,1.0,3yr,ura_data,2026-06-07
AURALIS,D15,Outside Central Region,Freehold,,8,1803.0,1555.0,2.1529745042492943,10.68139963167587,15.948553054662383,3.003757248601624,3.003757248601624,0.0,False,-0.17,5yr,ura_5yr_cagr,2026-06-07
VERSAILLES,D15,Rest of Central Region,Freehold,,8,1191.5,1384.0,-26.13143211407316,-21.945627251883394,-13.908959537572251,-2.950882331371918,-2.950882331371918,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
AMBER POINT,D15,Rest of Central Region,Freehold,,8,2352.5,,4.092920353982299,9.724813432835822,,,8.524038318585504,0.0,False,0.17,3yr,ura_data,2026-06-07
MELROSE VILLE,D15,Rest of Central Region,Freehold,,8,1564.5,1257.0,16.060830860534114,12.513484358144545,24.463007159904528,4.4739603282545115,4.4739603282545115,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
SANTA FE MANSIONS,D15,Rest of Central Region,Freehold,,8,1873.5,1533.0,6.297872340425537,20.793036750483562,22.211350293542065,4.093187735643267,4.093187735643267,0.0,False,0.441,5yr,ura_5yr_cagr,2026-06-07
SPRING @ LANGSAT,D15,Rest of Central Region,Freehold,,8,1636.0,,7.313873401115112,23.751891074130114,,,5.472189357100232,0.0,False,-0.121,3yr,ura_data,2026-06-07
THE VIEW @ MEYER,D15,Rest of Central Region,Freehold,,8,2440.0,1894.0,2.370463603943773,7.678729037952348,28.82787750791975,5.196664644029547,5.196664644029547,0.0,False,-0.565,5yr,ura_5yr_cagr,2026-06-07
448@EAST COAST,D15,Outside Central Region,Freehold,,8,1739.0,1350.0,-0.1722158438576371,11.976819059884104,28.814814814814802,5.194531243232214,5.194531243232214,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
EMERY POINT,D15,Rest of Central Region,Freehold,,8,1833.0,1488.0,2.003338898163598,14.205607476635507,23.18548387096775,4.25860429505418,4.25860429505418,0.0,False,-0.451,5yr,ura_5yr_cagr,2026-06-07
VILLA MARTIA,D15,Outside Central Region,Freehold,,8,1736.0,,-3.5555555555555562,10.784939374601144,,,4.423733409113906,0.0,False,-1.0,3yr,ura_data,2026-06-07
EVERITT EDGE,D15,Rest of Central Region,Freehold,,8,1486.0,1353.0,-10.884557721139432,9.024211298606023,9.83000739098301,1.8929655947353075,1.8929655947353075,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
AXIS @ SIGLAP,D15,Outside Central Region,Freehold,,8,1544.0,1399.0,,25.73289902280129,10.364546104360262,2.4961129036242813,2.4961129036242813,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
MEIER SUITES,D15,Rest of Central Region,Freehold,,8,2113.0,1763.5,3.7819253438113876,21.12353109773575,19.818542670825057,4.623924896123666,4.623924896123666,0.0,False,-0.168,5yr,ura_5yr_cagr,2026-06-07
SUNSHINE MANSIONS,D15,Outside Central Region,Freehold,,8,1607.5,1250.5,1.8694550063371285,4.383116883116878,28.548580567772895,6.479700615903372,6.479700615903372,0.0,False,-0.922,5yr,ura_5yr_cagr,2026-06-07
AQUENE,D15,Outside Central Region,Freehold,,8,1792.0,1270.5,23.20385012031625,25.052337752965805,41.04683195592287,8.978502028626224,8.978502028626224,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE BEACON EDGE,D15,Rest of Central Region,Freehold,,8,1932.0,1722.0,13.446858485026425,3.3431398769724563,12.195121951219523,2.9185108634282253,2.9185108634282253,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
IVORY,D15,Rest of Central Region,Freehold,,8,1272.0,,,-5.074626865671639,,,1.9211137795045685,0.0,False,,3yr,ura_data,2026-06-07
PALMERA RESIDENCE,D15,Outside Central Region,Freehold,,8,1592.5,1045.0,,3.8812785388127935,52.39234449760766,15.07678413286242,15.07678413286242,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
EAST COURT,D15,Rest of Central Region,Freehold,,8,,,,,,,,0.0,False,,none,ura_data,2026-06-07
IDYLLIC RESIDENCES,D15,Outside Central Region,Freehold,,7,1584.0,1293.0,-3.3557046979865723,2.590673575129543,22.50580046403712,4.143298892305003,4.143298892305003,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
POSHGROVE EAST,D15,Outside Central Region,Freehold,,7,1872.0,,11.229946524064172,-3.4553893759669885,,,6.175856828538673,0.0,False,1.0,3yr,ura_data,2026-06-07
PEACH GARDEN,D15,Rest of Central Region,Freehold,,7,1880.0,,1.5667206915181087,11.111111111111116,,,4.097818719155444,0.0,False,-0.427,3yr,ura_data,2026-06-07
DE CASALLE,D15,Outside Central Region,Freehold,,7,1616.0,1169.0,-7.0195627157652485,7.518296739853625,38.237810094097526,6.6904063089958665,6.6904063089958665,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BELLA CASITA,D15,Rest of Central Region,Freehold,,7,1739.0,,-3.0117122141662067,-1.8623024830699775,,,3.0513776547098415,0.0,False,-0.478,3yr,ura_data,2026-06-07
DE CENTURION,D15,Rest of Central Region,Freehold,,7,2035.0,1669.0,11.415275116342727,10.718171926006526,21.929298981425994,4.045096030075124,4.045096030075124,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE VANDERLINT,D15,Rest of Central Region,Freehold,,7,1678.0,1540.0,-1.1196228638774341,-2.893518518518523,8.96103896103897,1.7312186824785192,1.7312186824785192,0.0,False,-0.57,5yr,ura_5yr_cagr,2026-06-07
SERAYA RESIDENCES,D15,Rest of Central Region,Freehold,,7,1894.0,1532.0,3.8661913901837153,,23.629242819843334,5.446046745661826,3.8661913901837153,0.143,False,-0.316,5yr,ura_5yr_cagr,2026-06-07
