project_name,district,region,beds,baths,price,psf,sqft,mmr,score_1000,scored_at,tenure,built_year,floor_level,facing,mrt_info,total_units,first_seen,last_seen,times_seen,last_price_change,price_trend,lowest_price,drop_from_peak_pct,status,url
Waterfront Isle,D16,East Coast (D15-16),3,3,2200000,1596.52,1378.0,1562.5,872,2026-06-07,99-year Leasehold,2015,,,3 min (270 m) from DT30 Bedok Reservoir MRT Station,,2026-06-05,2026-06-07,2,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-waterfront-isle-500001144
Sims Urban Oasis,D14,Balestier / Geylang (D12-14),3,2,2200000,2150.54,1023.0,1507.8,523,2026-06-07,99-year Leasehold,2017,,,5 min (450 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sims-urban-oasis-500155209
Sims Urban Oasis,D14,Balestier / Geylang (D12-14),3,2,2200000,2197.8,1001.0,1504.1,492,2026-06-07,99-year Leasehold,2017,,,5 min (450 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sims-urban-oasis-500125602
Sims Urban Oasis,D14,Balestier / Geylang (D12-14),3,2,2200000,2150.54,1023.0,1507.8,523,2026-06-07,99-year Leasehold,2017,,,5 min (450 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sims-urban-oasis-500160720
Tembusu Grand,D15,East Coast (D15-16),2,2,2200000,2960.97,743.0,1490.6,382,2026-06-07,99-year Leasehold,2026,,,9 min (730 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-24524383
Carpmael Thirty-Eight,D15,East Coast (D15-16),3,2,2200000,2044.61,1076.0,1504.7,498,2026-06-07,Freehold,2020,,,12 min (970 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-carpmael-thirty-eight-500108234
Cote D'Azur,D15,East Coast (D15-16),2,2,2200000,1983.77,1109.0,1504.7,498,2026-06-07,99-year Leasehold,2005,,,7 min (600 m) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-cote-d-azur-500150358
Butterworth 8,D15,East Coast (D15-16),2,3,2200000,2150.54,1023.0,1499.7,456,2026-06-07,Freehold,2004,,,9 min (740 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-butterworth-8-25596031
The Continuum,D15,East Coast (D15-16),2,2,2200000,3051.32,721.0,1498.8,449,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-25627602
The Continuum,D15,East Coast (D15-16),2,2,2200000,3051.32,721.0,1498.8,449,2026-06-07,Freehold,2027,,,10 min (830 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-continuum-500035758
Sceneca Residence,D16,East Coast (D15-16),3,2,2200000,2433.63,904.0,1502.0,475,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500056597
Sky Eden @ Bedok,D16,East Coast (D15-16),3,2,2200000,2463.61,893.0,1496.9,433,2026-06-07,99-year Leasehold,2025,,,5 min (390 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sky-eden-bedok-500132754
Bleu @ East Coast,D16,East Coast (D15-16),3,3,2200000,1875.53,1173.0,1466.6,218,2026-06-07,Freehold,2010,,,11 min (940 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bleu-east-coast-60133889
Sceneca Residence,D16,East Coast (D15-16),3,2,2200000,2433.63,904.0,1502.0,475,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-25550994
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),3,2,2200000,2023.92,1087.0,1499.4,453,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-500090879
Twin Waterfalls,D19,Serangoon / Thomson (D19-20),3,2,2200000,1246.46,1765.0,1517.0,599,2026-06-07,99-year Leasehold,2015,,,10 min (850 m) from PW7 Soo Teck LRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-twin-waterfalls-500061718
The Springbloom,D19,Serangoon / Thomson (D19-20),3,2,2200000,1689.71,1302.0,1492.0,393,2026-06-07,99-year Leasehold,1999,,,3 min (210 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-springbloom-500161396
The Springbloom,D19,Serangoon / Thomson (D19-20),3,2,2200000,1689.71,1302.0,1492.0,393,2026-06-07,99-year Leasehold,1999,,,3 min (210 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-springbloom-500163159
Alessandrea,D03,City & South West (D01-08),3,3,2200000,2003.64,1098.0,1492.4,397,2026-06-07,Freehold,2003,,,9 min (790 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-alessandrea-500047052
Tanglin View,D03,City & South West (D01-08),3,3,2200000,1929.82,1140.0,1500.9,466,2026-06-07,99-year Leasehold,2002,,,4 min (360 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tanglin-view-25520622
265 Outram road,D03,,2,2,2200000,3005.46,732.0,1504.1,493,2026-06-07,Freehold,2022,,,6 min (500 m) from TE16 Havelock MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-265-outram-road-60112206
Terra Hill,D05,City & South West (D01-08),2,2,2200000,2726.15,807.0,1515.8,589,2026-06-07,Freehold,,,,9 min (790 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,2200000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-terra-hill-500107549
Moda,D15,East Coast (D15-16),2,2,2199999,2270.38,969.0,1508.5,529,2026-06-07,Freehold,2013,,,6 min (470 m) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,2199999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-moda-500023554
Sceneca Residence,D16,East Coast (D15-16),3,2,2199999,2433.63,904.0,1502.0,475,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2199999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500063499
CityLife @ Tampines,D18,Changi / Pasir Ris (D17-18),3,3,2199999,1609.36,1367.0,1502.7,480,2026-06-07,99-year Leasehold,2016,,,11 min (880 m) from DT32 Tampines MRT Station,,2026-06-07,2026-06-07,1,,new,2199999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-citylife-tampines-500158382
Crescendo Building,D15,East Coast (D15-16),3,2,2199000,1688.94,1302.0,1499.2,451,2026-06-07,Freehold,1996,,,10 min (810 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,2199000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-crescendo-building-60060303
Parc Centros,D19,Serangoon / Thomson (D19-20),3,3,2198000,1889.94,1163.0,1533.0,718,2026-06-07,99-year Leasehold,2016,,,3 min (260 m) from NE17 Punggol MRT Station,,2026-06-07,2026-06-07,1,,new,2198000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-centros-500061328
Penrose,D14,Balestier / Geylang (D12-14),3,2,2190000,2286.01,958.0,1526.4,671,2026-06-07,99-year Leasehold,2025,,,7 min (570 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2190000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-penrose-500072822
Laguna Park,D15,East Coast (D15-16),3,3,2190000,1356.04,1615.0,1488.3,364,2026-06-07,99-year Leasehold,1978,,,2 min (200 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,2190000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-laguna-park-500156642
Venezio,D16,East Coast (D15-16),3,2,2190000,1832.64,1195.0,1518.2,608,2026-06-07,Freehold,2006,,,7 min (580 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,2190000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-venezio-500069826
Limau Park,D16,East Coast (D15-16),3,2,2188888,1723.53,1270.0,1431.0,78,2026-06-07,Freehold,1991,,,14 min (1.19 km) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2188888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-limau-park-500097933
The Ramford,D15,East Coast (D15-16),3,2,2188001,2095.79,1044.0,1500.2,460,2026-06-07,Freehold,2022,,,15 min (1.27 km) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,2188001,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-ramford-500131424
CityLife @ Tampines,D18,Changi / Pasir Ris (D17-18),3,3,2188000,1830.96,1195.0,1499.2,452,2026-06-07,99-year Leasehold,2016,,,11 min (880 m) from DT32 Tampines MRT Station,,2026-06-07,2026-06-07,1,,new,2188000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-citylife-tampines-500162793
Prive,D19,Serangoon / Thomson (D19-20),3,2,2188000,1364.09,1604.0,1528.1,684,2026-06-07,99-year Leasehold,2014,,,3 min (240 m) from PE1 Cove LRT Station,,2026-06-07,2026-06-07,1,,new,2188000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-prive-500153964
Twin VEW,D05,City & South West (D01-08),3,3,2188000,2073.93,1055.0,1507.4,520,2026-06-07,99-year Leasehold,2021,,,13 min (1.09 km) from JE7 Pandan Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,2188000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-twin-vew-500149656
"⭐️ new FH, TOP, 3b dualkey, 4mins to Aljunied MRT ⭐️",D14,Balestier / Geylang (D12-14),3,3,2180000,1792.76,1216.0,1535.9,737,2026-06-07,Freehold,2025,,,4 min (300 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2180000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-new-fh-top-3b-dualkey-4mins-to-aljunied-mrt-500012657
Sky Eden @ Bedok,D16,East Coast (D15-16),3,2,2180000,2441.21,893.0,1498.2,444,2026-06-07,99-year Leasehold,2025,,,5 min (390 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,2180000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sky-eden-bedok-500134448
Riverfront Residences,D19,Serangoon / Thomson (D19-20),3,3,2180000,1965.73,1109.0,1503.2,485,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,2180000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-500099744
Queens Peak,D03,City & South West (D01-08),3,2,2180000,2531.94,861.0,1493.2,403,2026-06-07,99-year Leasehold,2020,,,1 min (90 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,2180000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-queens-peak-60121136
Village @ Pasir Panjang,D05,City & South West (D01-08),3,2,2180000,1646.53,1324.0,1512.4,562,2026-06-07,Freehold,2016,,,,,2026-06-07,2026-06-07,1,,new,2180000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-village-pasir-panjang-25263498
Promenade Peak,D03,City & South West (D01-08),2,2,2175300,2847.25,764.0,1508.4,528,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,2175300,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-500021172
Ardor Residence,D15,East Coast (D15-16),2,2,2168999,2519.16,861.0,1498.5,446,2026-06-07,Freehold,2026,,,13 min (1.09 km) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2168999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-ardor-residence-500088128
Gems Ville,D14,Balestier / Geylang (D12-14),3,3,2168000,1918.58,1130.0,1475.7,273,2026-06-07,Freehold,2025,,,10 min (820 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2168000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-gems-ville-60003820
Heritage View,D05,City & South West (D01-08),3,3,2151000,1800.0,1195.0,1474.5,266,2026-06-07,99-year Leasehold,2000,,,10 min (840 m) from CC23 One-North MRT Station,,2026-06-07,2026-06-07,1,,new,2151000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-heritage-view-60218542
Meyer Mansion,D15,East Coast (D15-16),2,2,2150000,3120.46,689.0,1472.6,254,2026-06-07,Freehold,2024,,,7 min (550 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-meyer-mansion-500091460
Splendour at Still Road,D15,East Coast (D15-16),3,2,2150000,1791.67,1200.0,1511.0,550,2026-06-07,Freehold,,,,7 min (620 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-splendour-at-still-road-500128938
Tembusu Grand,D15,East Coast (D15-16),2,2,2150000,2893.67,743.0,1494.7,415,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500128135
The Ambra,D15,East Coast (D15-16),3,3,2150000,1768.09,1216.0,1509.8,540,2026-06-07,Freehold,2010,,,8 min (650 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-ambra-24212890
The Ambra,D15,East Coast (D15-16),3,3,2150000,1768.09,1216.0,1509.8,540,2026-06-07,Freehold,2010,,,8 min (650 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-ambra-500114876
Sceneca Residence,D16,East Coast (D15-16),3,2,2150000,2378.32,904.0,1505.5,504,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500122104
Sceneca Residence,D16,East Coast (D15-16),3,2,2150000,2378.32,904.0,1505.5,504,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500020134
Tropicana Condominium,D16,East Coast (D15-16),3,3,2150000,1248.55,1722.0,1496.9,433,2026-06-07,999-year Leasehold,1994,,,2 min (140 m) from DT34 Upper Changi MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tropicana-condominium-60106549
Riverfront Residences,D19,Serangoon / Thomson (D19-20),3,2,2150000,1938.68,1109.0,1505.3,503,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-500078968
Alex Residences,D03,City & South West (D01-08),3,2,2150000,2434.88,883.0,1507.0,517,2026-06-07,99-year Leasehold,2017,,,3 min (270 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-alex-residences-500055378
The Clement Canopy,D05,City & South West (D01-08),3,2,2150000,2171.72,990.0,1506.0,508,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-clement-canopy-25577223
Parc Clematis,D05,City & South West (D01-08),3,2,2150000,2407.61,893.0,1515.5,586,2026-06-07,99-year Leasehold,2023,,,15 min (1.25 km) from EW23 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,2150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-clematis-500101449
Tembusu Grand,D15,East Coast (D15-16),2,2,2149999,2893.67,743.0,1494.7,415,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2149999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500162611
Sceneca Residence,D16,East Coast (D15-16),3,2,2149000,2377.21,904.0,1505.5,504,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,2149000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500158849
Tembusu Grand,D15,East Coast (D15-16),2,2,2148000,2890.98,743.0,1495.0,417,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2148000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500157868
Bedok Residences,D16,East Coast (D15-16),3,3,2140000,1988.85,1076.0,1500.7,464,2026-06-07,99-year Leasehold,2015,,,7 min (590 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,2140000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bedok-residences-20506839
Whistler Grand,D05,City & South West (D01-08),3,2,2139999,2233.82,958.0,1500.5,462,2026-06-07,99-year Leasehold,2022,,,17 min (1.43 km) from JE7 Pandan Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,2139999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-whistler-grand-500097717
Gems Ville,D14,Balestier / Geylang (D12-14),3,3,2138000,1892.04,1130.0,1477.7,287,2026-06-07,Freehold,2025,,,10 min (820 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2138000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-gems-ville-500129578
Gems Ville,D14,Balestier / Geylang (D12-14),3,3,2138000,1890.36,1131.0,1478.0,289,2026-06-07,Freehold,2025,,,10 min (820 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2138000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-gems-ville-25094211
Gems Ville,D14,Balestier / Geylang (D12-14),3,3,2138000,1892.04,1130.0,1477.7,287,2026-06-07,Freehold,2025,,,10 min (820 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,2138000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-gems-ville-60147410
Promenade Peak,D03,City & South West (D01-08),2,2,2132600,2791.36,764.0,1509.1,534,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,2132600,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-60058887
Promenade Peak,D03,City & South West (D01-08),2,2,2130000,2787.96,764.0,1509.1,534,2026-06-07,99-year Leasehold,2031,,,5 min (410 m) from TE15 Great World MRT Station,,2026-06-07,2026-06-07,1,,new,2130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-60059531
Whistler Grand,D05,City & South West (D01-08),3,3,2130000,2151.52,990.0,1513.0,566,2026-06-07,99-year Leasehold,2022,,,,,2026-06-07,2026-06-07,1,,new,2130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-whistler-grand-500065220
Chuan Park,D19,Serangoon / Thomson (D19-20),2,2,2126600,2438.76,872.0,1523.8,652,2026-06-07,99-year Leasehold,2028,,,3 min (210 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,2126600,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-chuan-park-500145352
Urban Treasures,D14,Balestier / Geylang (D12-14),3,2,2120000,2400.91,883.0,1493.1,402,2026-06-07,Freehold,2023,,,10 min (870 m) from DT28 Kaki Bukit MRT Station,,2026-06-07,2026-06-07,1,,new,2120000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-urban-treasures-500071986
Tembusu Grand,D15,East Coast (D15-16),2,2,2120000,2853.3,743.0,1496.6,431,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,2120000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-60239627
